loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status
19000,36 months,15.0,658.64,D,10+ years,RENT,40400,Source Verified,credit_card,23.97,2,689,42.2,Fully Paid
9300,36 months,13.88,317.31,C,10+ years,RENT,12000,Verified,debt_consolidation,26.23,0,704,78.2,Fully Paid
8900,60 months,7.7,179.18,A,4 years,MORTGAGE,73200,Verified,other,6.01,0,747,17.6,Fully Paid
8600,36 months,6.05,261.82,A,7 years,RENT,36500,Verified,credit_card,23.04,1,755,42.0,Fully Paid
4900,36 months,6.88,151.03,A,10+ years,MORTGAGE,73300,Verified,debt_consolidation,17.99,1,721,81.9,Fully Paid
13400,36 months,8.93,425.68,B,10+ years,MORTGAGE,75200,Verified,other,17.98,1,714,69.3,Fully Paid
9200,36 months,9.67,295.43,B,1 year,MORTGAGE,53600,Not Verified,debt_consolidation,20.21,0,714,41.9,Fully Paid
20500,60 months,18.81,529.64,E,6 years,MORTGAGE,58600,Verified,debt_consolidation,20.02,0,672,31.9,Fully Paid
40000,60 months,17.2,998.41,D,7 years,RENT,51200,Verified,debt_consolidation,23.84,0,695,44.2,Fully Paid
4400,36 months,12.87,147.98,C,10+ years,RENT,52300,Not Verified,debt_consolidation,18.53,0,717,41.3,Charged Off
17000,36 months,15.42,592.81,C,10+ years,MORTGAGE,104700,Verified,small_business,13.33,0,712,56.5,Fully Paid
3900,36 months,12.66,130.77,C,2 years,MORTGAGE,91700,Source Verified,credit_card,16.85,0,731,35.0,Fully Paid
9100,36 months,5.97,276.72,A,9 years,MORTGAGE,62300,Not Verified,debt_consolidation,11.28,0,733,57.0,Fully Paid
8500,60 months,9.08,176.78,B,10+ years,RENT,22000,Source Verified,debt_consolidation,31.5,0,736,70.5,Fully Paid
15200,36 months,15.29,529.07,C,4 years,MORTGAGE,150100,Verified,other,27.0,0,701,49.4,Fully Paid
9400,36 months,12.07,312.53,B,1 year,RENT,60400,Verified,credit_card,23.76,0,711,35.3,Fully Paid
13400,60 months,13.12,305.71,C,,RENT,96700,Source Verified,major_purchase,9.46,0,688,42.5,Charged Off
21400,60 months,9.6,450.49,B,4 years,MORTGAGE,73700,Verified,home_improvement,17.95,0,728,88.0,Charged Off
25600,36 months,12.29,853.84,C,3 years,RENT,90900,Source Verified,home_improvement,9.55,0,696,56.0,Fully Paid
20700,60 months,10.28,442.67,B,7 years,RENT,25300,Source Verified,credit_card,28.33,0,690,65.9,Fully Paid
10300,36 months,6.92,317.66,A,2 years,RENT,116500,Source Verified,debt_consolidation,20.37,0,740,51.7,Fully Paid
14600,36 months,7.45,453.82,A,10+ years,RENT,91700,Not Verified,credit_card,22.72,0,750,18.7,Fully Paid
9100,36 months,6.46,278.74,A,10+ years,MORTGAGE,74800,Source Verified,debt_consolidation,19.51,0,734,40.5,Fully Paid
13000,36 months,8.33,409.35,A,1 year,MORTGAGE,22200,Verified,credit_card,3.35,0,757,18.8,Fully Paid
6000,36 months,13.85,204.63,D,4 years,OWN,33400,Not Verified,credit_card,20.5,0,680,82.6,Fully Paid
12500,36 months,6.02,380.39,A,6 years,RENT,43500,Verified,debt_consolidation,17.21,0,738,16.2,Fully Paid
40000,36 months,14.26,1372.16,C,5 years,RENT,85300,Verified,credit_card,13.26,0,687,43.1,Fully Paid
27800,36 months,14.16,952.3,C,9 years,MORTGAGE,42600,Verified,credit_card,11.65,1,712,34.1,Fully Paid
14600,36 months,8.0,457.51,A,1 year,RENT,142000,Verified,debt_consolidation,15.72,0,766,56.9,Fully Paid
11700,36 months,10.37,379.56,B,7 years,RENT,21500,Verified,debt_consolidation,26.52,0,725,38.2,Charged Off
7200,36 months,9.79,231.61,B,5 years,RENT,71000,Verified,debt_consolidation,20.03,1,733,45.4,Fully Paid
19300,36 months,10.78,629.85,B,10+ years,MORTGAGE,75400,Source Verified,credit_card,15.83,0,714,74.1,Fully Paid
40000,60 months,19.39,1046.22,E,6 years,MORTGAGE,73700,Not Verified,debt_consolidation,12.93,0,686,39.0,Fully Paid
6000,60 months,10.91,130.19,B,3 years,OWN,170000,Not Verified,debt_consolidation,24.77,0,713,32.5,Fully Paid
4700,36 months,16.11,165.49,D,10+ years,RENT,187800,Not Verified,debt_consolidation,16.76,1,685,46.3,Fully Paid
29100,60 months,15.26,696.26,D,6 years,MORTGAGE,34900,Verified,credit_card,6.63,0,689,70.2,Fully Paid
24800,36 months,14.98,859.46,C,5 years,OWN,69000,Verified,debt_consolidation,7.44,0,699,51.6,Fully Paid
16300,36 months,8.03,511.01,A,4 years,RENT,46200,Verified,debt_consolidation,20.94,0,732,67.2,Charged Off
11300,60 months,14.49,265.81,C,3 years,RENT,72100,Source Verified,debt_consolidation,17.16,0,693,72.6,Charged Off
15500,36 months,16.42,548.15,D,,MORTGAGE,45400,Source Verified,debt_consolidation,6.42,0,682,86.6,Fully Paid
16700,36 months,14.9,578.09,D,10+ years,OWN,54000,Verified,debt_consolidation,14.83,0,683,22.6,Charged Off
9400,36 months,15.15,326.54,C,10+ years,MORTGAGE,95400,Not Verified,debt_consolidation,9.59,0,714,52.1,Fully Paid
18100,36 months,11.4,596.01,B,2 years,MORTGAGE,86100,Not Verified,credit_card,10.4,0,690,51.4,Fully Paid
10400,36 months,22.11,397.77,E,10+ years,OTHER,47600,Verified,debt_consolidation,25.08,2,669,55.9,Charged Off
4400,36 months,14.59,151.65,C,5 years,MORTGAGE,60900,Source Verified,debt_consolidation,17.06,0,712,46.6,Fully Paid
9000,36 months,6.83,277.19,A,9 years,MORTGAGE,92900,Not Verified,other,4.75,0,745,52.0,Fully Paid
26600,60 months,10.59,572.92,B,5 years,OWN,46700,Verified,debt_consolidation,30.82,0,706,53.9,Charged Off
8700,60 months,7.03,172.39,A,10+ years,OWN,53800,Not Verified,debt_consolidation,17.82,0,752,43.3,Fully Paid
13700,36 months,9.46,438.6,B,6 years,RENT,36300,Source Verified,credit_card,9.17,0,713,70.5,Fully Paid
16800,36 months,7.72,524.28,A,9 years,RENT,94800,Not Verified,credit_card,10.15,0,759,97.5,Charged Off
16700,36 months,13.18,564.14,C,10+ years,MORTGAGE,73400,Verified,debt_consolidation,25.44,0,696,22.1,Fully Paid
13000,36 months,11.59,429.24,C,10+ years,MORTGAGE,94100,Source Verified,debt_consolidation,13.38,0,684,88.0,Fully Paid
9300,36 months,13.21,314.3,C,3 years,OWN,231000,Not Verified,debt_consolidation,30.25,0,696,13.4,Fully Paid
5500,60 months,13.64,126.95,C,7 years,MORTGAGE,113100,Verified,credit_card,16.37,0,696,75.8,Fully Paid
12200,60 months,11.68,269.41,B,10+ years,RENT,56900,Source Verified,debt_consolidation,13.25,2,712,,Fully Paid
14600,60 months,25.22,430.41,G,1 year,RENT,122400,Verified,debt_consolidation,11.51,0,644,20.7,Fully Paid
13500,36 months,10.79,440.63,B,3 years,OWN,78800,Not Verified,credit_card,10.23,0,735,58.7,Fully Paid
22600,36 months,8.97,718.36,B,1 year,MORTGAGE,140800,Verified,credit_card,9.06,2,722,39.7,Fully Paid
12500,60 months,9.79,264.3,B,2 years,MORTGAGE,69500,Verified,debt_consolidation,15.51,0,695,72.0,Fully Paid
13600,36 months,13.37,460.67,C,< 1 year,OWN,50500,Verified,debt_consolidation,16.2,0,692,61.2,Fully Paid
12900,36 months,19.14,473.78,E,10+ years,MORTGAGE,108200,Verified,credit_card,11.56,1,673,57.0,Fully Paid
8700,60 months,6.61,170.67,A,7 years,RENT,26500,Not Verified,car,11.85,0,757,56.6,Fully Paid
30300,36 months,7.14,937.52,A,8 years,MORTGAGE,57400,Source Verified,debt_consolidation,20.4,0,749,73.7,Fully Paid
12800,36 months,15.57,447.3,C,8 years,RENT,53200,Not Verified,medical,20.37,1,704,63.7,Charged Off
32400,36 months,15.57,1132.22,D,10+ years,MORTGAGE,29100,Not Verified,debt_consolidation,10.55,1,675,87.1,Fully Paid
7800,60 months,6.53,152.73,A,10+ years,RENT,120400,Source Verified,debt_consolidation,24.08,0,727,55.6,Charged Off
11600,36 months,19.1,425.8,E,4 years,OWN,226300,Not Verified,debt_consolidation,9.21,0,656,42.2,Charged Off
3100,36 months,13.83,105.69,C,,MORTGAGE,32600,Source Verified,other,25.57,1,700,71.3,Charged Off
19100,36 months,10.14,617.56,B,5 years,RENT,91500,Not Verified,small_business,22.14,0,703,20.0,Fully Paid
6200,60 months,27.21,190.1,F,1 year,MORTGAGE,17200,Verified,home_improvement,31.52,0,664,29.4,Charged Off
10100,36 months,10.55,328.51,B,10+ years,RENT,230000,Source Verified,debt_consolidation,13.05,0,711,33.8,Fully Paid
11400,36 months,7.28,353.46,A,6 years,MORTGAGE,143200,Verified,debt_consolidation,20.96,0,744,22.5,Fully Paid
16600,36 months,11.15,544.64,B,4 years,MORTGAGE,21900,Verified,small_business,17.91,0,702,79.3,Fully Paid
21100,36 months,6.77,649.29,A,,MORTGAGE,200100,Verified,debt_consolidation,9.1,1,748,47.8,Fully Paid
12000,36 months,15.97,421.71,D,7 years,OWN,47400,Not Verified,debt_consolidation,23.66,0,672,35.2,Charged Off
9200,60 months,18.08,234.02,D,2 years,OWN,47400,Not Verified,credit_card,9.02,0,689,81.0,Fully Paid
25900,36 months,12.27,863.59,C,10+ years,MORTGAGE,179700,Not Verified,debt_consolidation,16.64,0,689,47.3,Fully Paid
7500,60 months,12.06,167.06,B,10+ years,MORTGAGE,21000,Verified,debt_consolidation,14.37,0,748,28.3,Fully Paid
7400,36 months,11.51,244.06,C,10+ years,MORTGAGE,42500,Verified,debt_consolidation,24.09,0,707,32.0,Fully Paid
10400,36 months,7.01,321.17,A,10+ years,MORTGAGE,77400,Verified,credit_card,12.68,0,774,43.3,Fully Paid
5100,36 months,6.61,156.57,A,5 years,MORTGAGE,157900,Source Verified,debt_consolidation,27.04,1,728,66.5,Fully Paid
23000,60 months,12.63,518.97,D,,MORTGAGE,77700,Verified,debt_consolidation,21.18,0,680,95.2,Fully Paid
12300,60 months,14.32,288.24,C,2 years,MORTGAGE,156200,Verified,debt_consolidation,22.95,0,690,21.2,Fully Paid
18100,60 months,11.27,395.98,B,5 years,MORTGAGE,106800,Verified,debt_consolidation,16.29,0,720,39.0,Fully Paid
20100,36 months,5.06,602.96,A,10+ years,MORTGAGE,79900,Source Verified,debt_consolidation,17.76,1,725,40.9,Fully Paid
9300,36 months,15.36,324.03,C,10+ years,RENT,30500,Not Verified,debt_consolidation,17.18,0,698,65.3,Charged Off
15400,36 months,6.41,471.36,A,10+ years,MORTGAGE,64000,Source Verified,debt_consolidation,26.57,0,723,61.4,Fully Paid
17000,36 months,14.08,581.68,C,< 1 year,RENT,57600,Source Verified,other,7.47,0,722,30.6,Fully Paid
16500,60 months,17.28,412.56,D,4 years,OTHER,136700,Verified,credit_card,18.37,0,702,67.3,Charged Off
5900,36 months,13.93,201.45,C,9 years,MORTGAGE,58400,Verified,debt_consolidation,40.27,0,696,38.2,Fully Paid
6600,36 months,16.92,235.05,D,,RENT,94600,Verified,debt_consolidation,22.03,0,701,56.7,Charged Off
10300,36 months,8.43,324.81,B,2 years,MORTGAGE,61600,Verified,credit_card,11.59,0,710,66.6,Fully Paid
13400,36 months,6.89,413.08,A,5 years,MORTGAGE,101800,Source Verified,debt_consolidation,10.3,0,750,24.6,Fully Paid
15100,36 months,10.12,488.09,B,,RENT,89600,Verified,debt_consolidation,24.54,0,698,55.4,Fully Paid
22900,36 months,12.95,771.04,C,10+ years,RENT,46600,Not Verified,debt_consolidation,16.67,0,700,20.8,Fully Paid
5300,36 months,15.92,186.12,C,10+ years,RENT,55500,Not Verified,medical,14.55,0,703,40.7,Fully Paid
15800,60 months,11.82,350.03,B,10+ years,RENT,108700,Source Verified,debt_consolidation,24.16,0,729,67.3,Fully Paid
8000,36 months,8.67,253.17,B,10+ years,MORTGAGE,65500,Source Verified,credit_card,3.64,0,706,23.9,Fully Paid
20800,60 months,10.43,446.35,B,9 years,RENT,53600,Not Verified,credit_card,6.8,0,699,70.4,Fully Paid
6700,36 months,16.07,235.78,D,8 years,MORTGAGE,114600,Not Verified,credit_card,13.45,0,688,68.7,Charged Off
6500,36 months,16.69,230.74,D,5 years,RENT,125000,Not Verified,debt_consolidation,23.05,0,681,72.4,Fully Paid
10400,60 months,17.1,259.03,D,3 years,RENT,71300,Verified,car,21.29,0,661,61.8,Fully Paid
16600,36 months,12.34,554.06,B,8 years,MORTGAGE,60100,Not Verified,debt_consolidation,9.25,0,703,89.0,Fully Paid
12100,60 months,12.1,269.77,B,2 years,MORTGAGE,107500,Verified,home_improvement,27.92,1,719,32.9,Fully Paid
12100,36 months,21.91,461.54,E,10+ years,RENT,57700,Verified,credit_card,18.98,0,668,49.6,Charged Off
33000,60 months,6.15,640.29,A,7 years,MORTGAGE,268700,Not Verified,debt_consolidation,17.27,1,720,62.4,Charged Off
9200,36 months,6.93,283.77,A,5 years,MORTGAGE,26600,Not Verified,other,10.54,1,772,54.5,Fully Paid
10400,36 months,10.87,339.84,B,10+ years,MORTGAGE,13400,Source Verified,major_purchase,17.21,0,726,62.8,Fully Paid
13400,36 months,9.54,429.49,B,1 year,OWN,64900,Source Verified,credit_card,20.6,0,714,58.2,Fully Paid
9500,36 months,19.06,348.52,D,10+ years,RENT,80800,Not Verified,debt_consolidation,14.73,0,703,48.0,Fully Paid
7100,36 months,9.25,226.61,B,< 1 year,MORTGAGE,47300,Verified,debt_consolidation,12.33,0,691,53.1,Fully Paid
8900,36 months,13.83,303.45,C,< 1 year,MORTGAGE,106500,Not Verified,debt_consolidation,4.6,1,689,19.9,Fully Paid
7900,36 months,17.28,282.76,D,10+ years,RENT,40500,Not Verified,debt_consolidation,23.32,1,689,56.3,Charged Off
13600,36 months,14.89,470.72,D,10+ years,OWN,23500,Verified,debt_consolidation,16.45,0,658,40.6,Fully Paid
10500,36 months,22.44,403.39,E,3 years,RENT,132900,Source Verified,debt_consolidation,10.63,0,673,41.6,Fully Paid
7200,36 months,11.0,235.72,B,6 years,MORTGAGE,52700,Not Verified,debt_consolidation,17.69,0,713,,Fully Paid
6900,36 months,14.43,237.27,D,2 years,MORTGAGE,118900,Verified,home_improvement,12.94,0,691,57.9,Charged Off
12900,36 months,22.96,499.09,E,7 years,RENT,52100,Source Verified,car,23.6,1,673,50.2,Fully Paid
10100,36 months,7.16,312.6,A,10+ years,RENT,73300,Verified,debt_consolidation,23.6,1,743,68.7,Fully Paid
15100,36 months,11.69,499.3,B,< 1 year,MORTGAGE,78800,Not Verified,debt_consolidation,16.0,0,686,50.7,Fully Paid
9000,60 months,14.31,210.86,C,7 years,MORTGAGE,77900,Not Verified,home_improvement,22.08,0,689,66.2,Charged Off
14100,36 months,11.49,464.89,B,9 years,OWN,76400,Verified,credit_card,9.84,0,710,31.9,Fully Paid
12500,60 months,7.79,252.2,A,9 years,RENT,44300,Not Verified,small_business,29.81,0,743,69.4,Charged Off
18800,36 months,17.33,673.36,D,6 years,MORTGAGE,117500,Not Verified,credit_card,14.32,0,667,45.6,Fully Paid
4100,36 months,16.27,144.69,D,10+ years,RENT,18500,Verified,debt_consolidation,27.17,0,682,81.6,Fully Paid
20100,36 months,14.07,687.65,C,8 years,RENT,118400,Source Verified,debt_consolidation,11.12,0,701,69.1,Fully Paid
18100,36 months,10.15,585.31,B,2 years,MORTGAGE,73800,Verified,debt_consolidation,16.46,0,722,22.5,Fully Paid
6700,60 months,7.87,135.44,A,3 years,MORTGAGE,46700,Source Verified,home_improvement,25.48,0,755,67.9,Fully Paid
6900,36 months,11.15,226.39,C,10+ years,MORTGAGE,61100,Not Verified,debt_consolidation,19.33,0,717,68.5,Fully Paid
3800,36 months,15.65,132.94,C,4 years,OWN,48900,Source Verified,debt_consolidation,25.17,0,693,14.1,Fully Paid
20500,36 months,10.22,663.6,B,9 years,MORTGAGE,109800,Not Verified,major_purchase,5.66,0,741,83.8,Fully Paid
6200,36 months,15.29,215.81,D,10+ years,MORTGAGE,148500,Verified,debt_consolidation,17.92,0,683,18.9,Fully Paid
14400,36 months,6.77,443.12,A,10+ years,MORTGAGE,126400,Verified,credit_card,14.54,0,767,32.5,Fully Paid
7700,36 months,13.38,260.86,C,4 years,MORTGAGE,58500,Verified,debt_consolidation,8.55,0,694,44.1,Fully Paid
7800,36 months,9.83,251.06,B,10+ years,RENT,74000,Verified,debt_consolidation,15.05,0,709,55.5,Charged Off
31500,36 months,7.92,985.93,A,10+ years,RENT,79000,Not Verified,credit_card,30.07,1,745,42.5,Fully Paid
4300,36 months,10.34,139.44,B,3 years,MORTGAGE,106900,Not Verified,credit_card,41.82,0,721,30.1,Charged Off
19700,60 months,17.15,491.19,D,1 year,OWN,54300,Source Verified,credit_card,13.69,0,697,73.2,Charged Off
8900,36 months,9.19,283.81,B,5 years,MORTGAGE,100100,Not Verified,home_improvement,23.8,0,715,54.1,Charged Off
20400,36 months,21.46,773.4,E,5 years,MORTGAGE,49000,Source Verified,debt_consolidation,7.65,0,670,56.2,Fully Paid
6500,36 months,10.58,211.51,B,< 1 year,MORTGAGE,36200,Source Verified,other,15.02,0,724,45.4,Fully Paid
9700,36 months,14.51,333.93,C,10+ years,MORTGAGE,54200,Source Verified,debt_consolidation,5.2,0,708,11.7,Fully Paid
6700,36 months,20.0,249.0,E,6 years,MORTGAGE,49100,Verified,credit_card,19.43,1,673,26.9,Fully Paid
10200,60 months,10.97,221.62,B,2 years,MORTGAGE,41800,Source Verified,credit_card,23.46,0,707,48.5,Fully Paid
15000,60 months,6.78,295.46,A,< 1 year,MORTGAGE,65600,Verified,debt_consolidation,21.55,0,738,76.5,Fully Paid
20900,36 months,12.09,695.08,B,1 year,RENT,123200,Source Verified,debt_consolidation,24.8,0,730,24.9,Charged Off
6300,36 months,5.34,189.78,A,3 years,MORTGAGE,86600,Not Verified,debt_consolidation,29.6,0,745,47.5,Fully Paid
6700,36 months,7.28,207.74,A,7 years,RENT,56000,Not Verified,home_improvement,28.23,0,754,48.9,Fully Paid
11200,60 months,11.71,247.5,B,5 years,RENT,180300,Not Verified,debt_consolidation,17.35,0,721,61.4,Fully Paid
10400,36 months,8.07,326.23,B,10+ years,MORTGAGE,41100,Verified,other,14.84,0,737,33.4,Fully Paid
8200,36 months,16.36,289.75,D,10+ years,RENT,37200,Source Verified,debt_consolidation,19.61,0,693,47.2,Fully Paid
9200,36 months,12.23,306.58,C,< 1 year,OWN,119700,Verified,debt_consolidation,18.59,1,695,39.7,Fully Paid
18700,36 months,13.7,636.4,C,1 year,MORTGAGE,96900,Source Verified,credit_card,17.92,1,703,34.7,Fully Paid
17800,36 months,7.78,555.98,B,9 years,RENT,96800,Source Verified,debt_consolidation,20.61,1,718,79.7,Fully Paid
12200,60 months,9.03,253.43,B,10+ years,MORTGAGE,69900,Source Verified,debt_consolidation,13.11,1,691,51.9,Fully Paid
19800,60 months,9.97,420.4,B,2 years,RENT,38600,Not Verified,credit_card,26.96,1,708,36.8,Fully Paid
8900,60 months,12.54,200.41,C,7 years,MORTGAGE,77500,Not Verified,debt_consolidation,36.34,0,678,40.6,Charged Off
23300,36 months,14.51,802.12,C,2 years,MORTGAGE,57900,Not Verified,debt_consolidation,7.92,2,713,31.7,Fully Paid
17700,36 months,14.5,609.25,C,10+ years,RENT,78000,Verified,small_business,8.27,0,712,65.1,Fully Paid
8100,36 months,12.91,272.57,C,8 years,MORTGAGE,105600,Not Verified,debt_consolidation,20.27,0,693,50.8,Fully Paid
17800,60 months,10.99,386.93,B,10+ years,OWN,78300,Not Verified,credit_card,16.77,0,725,50.3,Fully Paid
7200,36 months,8.9,228.62,B,1 year,MORTGAGE,40900,Not Verified,debt_consolidation,21.11,0,693,11.9,Fully Paid
7600,60 months,7.01,150.52,A,10+ years,MORTGAGE,12000,Verified,other,44.62,2,720,36.3,Fully Paid
29200,36 months,12.66,979.09,C,10+ years,MORTGAGE,118300,Source Verified,credit_card,13.03,0,701,42.0,Fully Paid
13900,36 months,7.12,429.95,A,10+ years,RENT,132100,Not Verified,credit_card,26.26,1,732,72.1,Fully Paid
9100,36 months,6.97,280.86,A,1 year,RENT,47800,Verified,credit_card,25.89,0,754,29.5,Fully Paid
5400,36 months,10.44,175.36,B,10+ years,RENT,20500,Source Verified,home_improvement,23.59,0,716,9.5,Fully Paid
34300,60 months,10.14,731.14,B,10+ years,MORTGAGE,93500,Not Verified,debt_consolidation,16.45,0,713,5.9,Fully Paid
8800,36 months,6.13,268.23,A,6 years,RENT,39400,Not Verified,medical,11.97,0,735,65.7,Fully Paid
7700,36 months,10.78,251.29,B,2 years,MORTGAGE,42900,Verified,debt_consolidation,17.31,0,726,28.8,Fully Paid
14700,60 months,17.79,371.61,E,1 year,RENT,163000,Verified,debt_consolidation,7.22,0,658,17.8,Fully Paid
19600,60 months,12.95,445.46,C,9 years,MORTGAGE,70600,Source Verified,debt_consolidation,18.51,0,717,64.8,Fully Paid
4800,36 months,9.69,154.18,B,10+ years,MORTGAGE,268700,Not Verified,debt_consolidation,11.63,1,708,38.8,Fully Paid
10500,36 months,9.1,334.39,B,6 years,MORTGAGE,65400,Source Verified,debt_consolidation,14.17,0,704,,Fully Paid
10500,36 months,11.89,348.2,B,5 years,MORTGAGE,46100,Verified,credit_card,15.99,0,702,31.3,Fully Paid
8500,36 months,16.58,301.27,E,4 years,RENT,13600,Source Verified,debt_consolidation,29.75,0,675,15.6,Fully Paid
20400,60 months,12.41,458.02,B,10+ years,MORTGAGE,160600,Source Verified,debt_consolidation,14.4,1,709,71.6,Fully Paid
21700,60 months,13.85,503.24,C,10+ years,MORTGAGE,67200,Not Verified,debt_consolidation,12.48,1,691,11.0,Fully Paid
31100,36 months,10.06,1004.39,B,1 year,RENT,24500,Not Verified,home_improvement,13.9,1,733,30.1,Fully Paid
5500,36 months,12.06,182.84,C,10+ years,OWN,67800,Verified,medical,13.93,0,697,19.6,Fully Paid
6800,36 months,6.49,208.38,A,10+ years,MORTGAGE,50900,Source Verified,debt_consolidation,15.2,1,781,45.8,Fully Paid
11100,60 months,10.96,241.12,B,8 years,RENT,60000,Verified,debt_consolidation,11.09,0,710,8.3,Fully Paid
9400,36 months,10.4,305.08,B,10+ years,RENT,37000,Source Verified,debt_consolidation,19.29,0,720,63.0,Fully Paid
14500,60 months,7.18,288.35,A,10+ years,MORTGAGE,81500,Source Verified,debt_consolidation,9.15,1,771,41.5,Fully Paid
15300,60 months,11.66,337.72,C,4 years,MORTGAGE,32200,Source Verified,credit_card,8.21,0,707,25.7,Fully Paid
35200,36 months,10.99,1152.24,B,7 years,RENT,120300,Verified,credit_card,8.54,1,720,74.6,Fully Paid
4200,36 months,19.2,154.38,E,6 years,MORTGAGE,37100,Source Verified,debt_consolidation,22.45,0,667,16.8,Fully Paid
7900,60 months,9.48,165.84,B,5 years,MORTGAGE,94400,Source Verified,debt_consolidation,22.36,0,727,65.9,Fully Paid
6800,36 months,10.16,219.93,B,10+ years,RENT,83600,Not Verified,debt_consolidation,15.1,0,717,30.2,Fully Paid
